ZCTA,year,Real_GDP_per_capita_ZCTA,Unemployment_Rate_ZCTA
40511,2012,60147.45118083944,5.9086799999999995
40511,2013,61185.04150078987,5.70534
40511,2014,61830.77551071519,4.802859999999999
40511,2015,62885.64600517495,3.8031299999999995
40511,2016,62818.81697648601,3.6041000000000003
40511,2017,62059.823237227116,3.60286
40511,2018,62679.988083844655,3.30135
40511,2019,63719.472663513465,3.2024800000000004
40511,2020,61178.53394079529,5.70393
40511,2021,63969.25274077854,3.79736
40511,2022,66729.74354516155,3.2010800000000006
40511,2023,68497.59074438676,3.5002700000000004
40511,2024,68723.93814507403,4.20027
40511,2025,68723.93814507403,4.20027
40511,2026,68723.93814507403,4.20027
40513,2012,60315.76897778331,5.9
40513,2013,61343.17395661591,5.7
40513,2014,61967.979709660416,4.8
40513,2015,63008.22651981064,3.8
40513,2016,62913.73313892203,3.6
40513,2017,62123.442592725696,3.6
40513,2018,62702.28124912338,3.3
40513,2019,63740.16288547077,3.2
40513,2020,61233.25315843634,5.7
40513,2021,64048.53150912365,3.8
40513,2022,66816.67781216466,3.2
40513,2023,68606.07656858396,3.5
40513,2024,68801.74358071497,4.2
40513,2025,68801.74358071497,4.2
40513,2026,68801.74358071497,4.2
40514,2012,60315.76897778331,5.9
40514,2013,61343.17395661591,5.7
40514,2014,61967.979709660416,4.8
40514,2015,63008.22651981064,3.8
40514,2016,62913.73313892203,3.6
40514,2017,62123.442592725696,3.6
40514,2018,62702.28124912338,3.3
40514,2019,63740.16288547077,3.2
40514,2020,61233.25315843634,5.7
40514,2021,64048.53150912365,3.8
40514,2022,66816.67781216466,3.2
40514,2023,68606.07656858396,3.5
40514,2024,68801.74358071497,4.2
40514,2025,68801.74358071497,4.2
40514,2026,68801.74358071497,4.2
40515,2012,59957.57652531404,5.91623
40515,2013,60988.585738997346,5.71349
40515,2014,61623.3955439495,4.808839999999999
40515,2015,62668.963294066845,3.8091
40515,2016,62609.142488500634,3.60836
40515,2017,61835.37913231662,3.6058
40515,2018,62417.71531010333,3.3059699999999994
40515,2019,63439.739440988305,3.2061599999999997
40515,2020,60957.20692242027,5.7030899999999995
40515,2021,63736.498594497614,3.80274
40515,2022,66472.1807595561,3.2039600000000004
40515,2023,68242.67528154244,3.50399
40515,2024,68453.57436534346,4.204059999999999
40515,2025,68453.57436534346,4.204059999999999
40515,2026,68453.57436534346,4.204059999999999
40516,2012,56890.36036443952,6.0723400000000005
40516,2013,57973.475224477625,5.847720000000001
40516,2014,58805.73259389226,4.898479999999999
40516,2015,60386.96142851563,3.91079
40516,2016,60920.43809377406,3.7231000000000005
40516,2017,60163.56948966935,3.6984800000000004
40516,2018,60978.95190008,3.36155
40516,2019,61744.11769439874,3.2492400000000004
40516,2020,58919.38518861824,5.68769
40516,2021,61597.09846234855,3.77538
40516,2022,64066.57982610832,3.2492400000000004
40516,2023,65842.65892380236,3.5123100000000003
40516,2024,66581.16165925213,4.21231
40516,2025,66581.16165925213,4.21231
40516,2026,66581.16165925213,4.21231
40517,2012,60315.76897778331,5.9
40517,2013,61343.17395661591,5.7
40517,2014,61967.979709660416,4.8
40517,2015,63008.22651981064,3.8
40517,2016,62913.73313892203,3.6
40517,2017,62123.442592725696,3.6
40517,2018,62702.28124912338,3.3
40517,2019,63740.16288547077,3.2
40517,2020,61233.25315843634,5.7
40517,2021,64048.53150912365,3.8
40517,2022,66816.67781216466,3.2
40517,2023,68606.07656858396,3.5
40517,2024,68801.74358071497,4.2
40517,2025,68801.74358071497,4.2
40517,2026,68801.74358071497,4.2
40526,2012,60315.76897778331,5.9
40526,2013,61343.17395661591,5.7
40526,2014,61967.979709660416,4.8
40526,2015,63008.22651981064,3.8
40526,2016,62913.73313892203,3.6
40526,2017,62123.442592725696,3.6
40526,2018,62702.28124912338,3.3
40526,2019,63740.16288547077,3.2
40526,2020,61233.25315843634,5.7
40526,2021,64048.53150912365,3.8
40526,2022,66816.67781216466,3.2
40526,2023,68606.07656858396,3.5
40526,2024,68801.74358071497,4.2
40526,2025,68801.74358071497,4.2
40526,2026,68801.74358071497,4.2
40601,2012,64730.76616122828,6.67858
40601,2013,64011.23935565952,6.47726
40601,2014,64449.96760595056,5.2848
40601,2015,62846.68908642378,4.188700000000001
40601,2016,62023.14539391019,4.08348
40601,2017,60360.763007846064,4.0834399999999995
40601,2018,60215.18135784569,3.6886400000000004
40601,2019,59869.14673266741,3.58986
40601,2020,59270.96475382329,6.46782
40601,2021,60743.87962875202,4.2794799999999995
40601,2022,63821.55484823901,3.5939
40601,2023,66826.72370069317,3.6938
40601,2024,68519.73597480753,4.5846599999999995
40601,2025,68519.73597480753,4.5846599999999995
40601,2026,68519.73597480753,4.5846599999999995
40701,2012,29165.39431830358,11.08542
40701,2013,30365.00454632135,10.79602
40701,2014,29632.70669602992,8.67578
40701,2015,29068.573040697243,6.89374
40701,2016,28111.386283912863,6.769779999999999
40701,2017,28460.925669827317,6.12668
40701,2018,28359.313997732374,5.21564
40701,2019,28644.56548538483,4.96312
40701,2020,27998.56971457714,7.06794
40701,2021,28975.294558044785,4.83084
40701,2022,29510.640021753003,4.5246200000000005
40701,2023,30738.947545036077,4.9336
40701,2024,31365.852950469784,5.98634
40701,2025,31365.852950469784,5.98634
40701,2026,31365.852950469784,5.98634
40729,2012,34063.2537163855,10.2
40729,2013,34831.46142088124,9.6
40729,2014,34006.47591356638,7.6
40729,2015,33840.49948930842,6.2
40729,2016,33767.36293284365,6.1
40729,2017,35007.85016286645,5.6
40729,2018,34657.04724027549,5.0
40729,2019,34468.162083936324,4.7
40729,2020,34401.4983661433,6.9
40729,2021,35458.13492697581,4.4
40729,2022,35404.17547820833,4.5
40729,2023,35900.69768910216,5.1
40729,2024,36741.29086231118,6.2
40729,2025,36741.29086231118,6.2
40729,2026,36741.29086231118,6.2
40734,2012,21689.753234839853,12.8163
40734,2013,26637.212118285643,12.7008
40734,2014,26676.805276900923,9.8287
40734,2015,24857.497366384905,8.0411
40734,2016,21435.258719349928,7.8442
40734,2017,21851.096303858307,7.344200000000001
40734,2018,21255.39326593859,5.8721000000000005
40734,2019,21243.64235881429,5.3783
40734,2020,20494.278485129802,7.772099999999999
40734,2021,21111.336890342485,5.7566
40734,2022,21471.32963488735,5.1783
40734,2023,22577.724003627114,5.584499999999999
40734,2024,22668.476021047656,7.072099999999999
40734,2025,22668.476021047656,7.072099999999999
40734,2026,22668.476021047656,7.072099999999999
40737,2012,34063.2537163855,10.2
40737,2013,34831.46142088124,9.6
40737,2014,34006.47591356638,7.6
40737,2015,33840.49948930842,6.2
40737,2016,33767.36293284365,6.1
40737,2017,35007.85016286645,5.6
40737,2018,34657.04724027549,5.0
40737,2019,34468.162083936324,4.7
40737,2020,34401.4983661433,6.9
40737,2021,35458.13492697581,4.4
40737,2022,35404.17547820833,4.5
40737,2023,35900.69768910216,5.1
40737,2024,36741.29086231118,6.2
40737,2025,36741.29086231118,6.2
40737,2026,36741.29086231118,6.2
40740,2012,34063.2537163855,10.2
40740,2013,34831.46142088124,9.6
40740,2014,34006.47591356638,7.6
40740,2015,33840.49948930842,6.2
40740,2016,33767.36293284365,6.1
40740,2017,35007.85016286645,5.6
40740,2018,34657.04724027549,5.0
40740,2019,34468.162083936324,4.7
40740,2020,34401.4983661433,6.9
40740,2021,35458.13492697581,4.4
40740,2022,35404.17547820833,4.5
40740,2023,35900.69768910216,5.1
40740,2024,36741.29086231118,6.2
40740,2025,36741.29086231118,6.2
40740,2026,36741.29086231118,6.2
40741,2012,33971.57145704893,10.22145
40741,2013,34737.0487110578,9.6253
40741,2014,33915.1481241236,7.619800000000001
40741,2015,33749.0079111921,6.218700000000001
40741,2016,33675.83821196397,6.115399999999999
40741,2017,34908.44941662463,5.611000000000001
40741,2018,34557.25052111699,5.00605
40741,2019,34371.0382441559,4.70715
40741,2020,34308.586570055406,6.902750000000001
40741,2021,35360.41679186087,4.407150000000001
40741,2022,35305.096473046,4.50385
40741,2023,35801.23131238795,5.1044
40741,2024,36637.706208464755,6.205500000000001
40741,2025,36637.706208464755,6.205500000000001
40741,2026,36637.706208464755,6.205500000000001
40744,2012,33924.82442726364,10.23057
40744,2013,34688.93410209008,9.636299999999999
40744,2014,33868.57433970475,7.6284
40744,2015,33702.37329704273,6.22692
40744,2016,33629.19524398211,6.12207
40744,2017,34857.95918793039,5.61564
40744,2018,34506.60818551803,5.00841
40744,2019,34321.6783400513,4.71006
40744,2020,34261.22448024997,6.90336
40744,2021,35310.6769508593,4.41009
40744,2022,35254.71870760326,4.50522
40744,2023,35750.62077362686,5.10597
40744,2024,36585.0647884693,6.20748
40744,2025,36585.0647884693,6.20748
40744,2026,36585.0647884693,6.20748
40759,2012,29534.42940752802,10.86654
40759,2013,29462.64757186976,10.674109999999999
40759,2014,28470.559053903373,8.79084
40759,2015,28196.066359322303,6.805980000000001
40759,2016,27752.90721132865,6.698409999999999
40759,2017,27597.668017958214,5.92112
40759,2018,27827.940022541967,5.06813
40759,2019,28486.773317943524,4.937850000000001
40759,2020,27571.288688437075,6.8757
40759,2021,28649.353964968024,4.69084
40759,2022,29571.311597640895,4.2757000000000005
40759,2023,31241.27383364276,4.58327
40759,2024,31968.492542373664,5.43626
40759,2025,31968.492542373664,5.43626
40759,2026,31968.492542373664,5.43626
40763,2012,30100.5588061153,10.72684
40763,2013,29674.76654843091,10.52806
40763,2014,28609.900623718684,8.71464
40763,2015,28445.171500521286,6.71708
40763,2016,28214.037850595727,6.61586
40763,2017,28021.377776948666,5.81952
40763,2018,28308.933048701077,5.01098
40763,2019,29013.446591780816,4.9061
40763,2020,28088.049835059483,6.8122
40763,2021,29198.752706193147,4.61464
40763,2022,30158.407879225757,4.2122
40763,2023,31865.747177948575,4.51342
40763,2024,32638.33959545497,5.32196
40763,2025,32638.33959545497,5.32196
40763,2026,32638.33959545497,5.32196
40769,2012,29977.47916938289,10.735999999999999
40769,2013,29491.90619536987,10.536000000000001
40769,2014,28427.29991811709,8.725919999999999
40769,2015,28288.18314204728,6.724480000000001
40769,2016,28109.185112922773,6.61152
40769,2017,27907.021478606417,5.805759999999999
40769,2018,28207.487382261712,5.00864
40769,2019,28911.411365917767,4.904320000000001
40769,2020,28004.96788235538,6.795680000000001
40769,2021,29109.449323927263,4.60576
40769,2022,30051.318716198795,4.2100800000000005
40769,2023,31745.723888414846,4.51584
40769,2024,32525.19902172896,5.31728
40769,2025,32525.19902172896,5.31728
40769,2026,32525.19902172896,5.31728
40771,2012,25526.94649941804,11.85544
40771,2013,27961.112454322727,11.70796
40771,2014,27484.19628804539,9.33024
40771,2015,26432.715792882263,7.43528
40771,2016,24488.683237304194,7.282760000000001
40771,2017,24598.336731876174,6.64032
40771,2018,24423.115372801476,5.47268
40771,2019,24758.59006455989,5.162600000000001
40771,2020,23913.270808015455,7.325200000000001
40771,2021,24760.30303298862,5.23024
40771,2022,25415.409572878805,4.7252
40771,2023,26820.78929402917,5.077719999999999
40771,2024,27226.81930835716,6.24536
40771,2025,27226.81930835716,6.24536
40771,2026,27226.81930835716,6.24536
40801,2012,28735.0675372232,14.2
40801,2013,24700.60958714325,17.9
40801,2014,23401.58529741863,13.9
40801,2015,21216.046089832496,12.6
40801,2016,20696.16050808314,11.4
40801,2017,19523.211042499093,8.5
40801,2018,19726.013847675567,6.3
40801,2019,19359.224737387187,7.9
40801,2020,17882.689289184542,10.0
40801,2021,19332.491679100196,6.9
40801,2022,21321.593127684497,5.6
40801,2023,23098.608805628013,5.9
40801,2024,23302.450902123583,7.2
40801,2025,23302.450902123583,7.2
40801,2026,23302.450902123583,7.2
40803,2012,22447.21977052074,14.3
40803,2013,19249.023090586146,17.4
40803,2014,15875.569857870743,12.8
40803,2015,16100.604529459533,11.1
40803,2016,15781.62705667276,10.0
40803,2017,15089.884551951622,7.5
40803,2018,16083.919319022945,5.2
40803,2019,15377.656573255596,5.9
40803,2020,14665.170470824181,7.9
40803,2021,13679.015947102294,5.6
40803,2022,14703.803265631223,4.9
40803,2023,15939.07754688292,5.1
40803,2024,15391.921060746223,6.2
40803,2025,15391.921060746223,6.2
40803,2026,15391.921060746223,6.2
40806,2012,28735.0675372232,14.2
40806,2013,24700.60958714325,17.9
40806,2014,23401.58529741863,13.9
40806,2015,21216.046089832496,12.6
40806,2016,20696.16050808314,11.4
40806,2017,19523.211042499093,8.5
40806,2018,19726.013847675567,6.3
40806,2019,19359.224737387187,7.9
40806,2020,17882.689289184542,10.0
40806,2021,19332.491679100196,6.9
40806,2022,21321.593127684497,5.6
40806,2023,23098.608805628013,5.9
40806,2024,23302.450902123583,7.2
40806,2025,23302.450902123583,7.2
40806,2026,23302.450902123583,7.2
40807,2012,28735.0675372232,14.2
40807,2013,24700.60958714325,17.9
40807,2014,23401.58529741863,13.9
40807,2015,21216.046089832496,12.6
40807,2016,20696.16050808314,11.4
40807,2017,19523.211042499093,8.5
40807,2018,19726.013847675567,6.3
40807,2019,19359.224737387187,7.9
40807,2020,17882.689289184542,10.0
40807,2021,19332.491679100196,6.9
40807,2022,21321.593127684497,5.6
40807,2023,23098.608805628013,5.9
40807,2024,23302.450902123583,7.2
40807,2025,23302.450902123583,7.2
40807,2026,23302.450902123583,7.2
40808,2012,24561.822974462775,14.266369999999998
40808,2013,21082.391629378297,17.568149999999996
40808,2014,18406.568850190695,13.16993
40808,2015,17820.92752621296,11.60445
40808,2016,17434.38465638207,10.47082
40808,2017,16580.812250722734,7.8363
40808,2018,17308.75570900882,5.569929999999999
40808,2019,16716.657946853047,6.5725999999999996
40808,2020,15747.22204943877,8.60623
40808,2021,15580.279835773188,6.03719
40808,2022,16929.365996239736,5.13541
40808,2023,18346.827909198895,5.369039999999999
40808,2024,18052.23224640143,6.5363
40808,2025,18052.23224640143,6.5363
40808,2026,18052.23224640143,6.5363
40810,2012,27963.548616248805,14.212269999999998
40810,2013,24031.699924015695,17.838649999999998
40810,2014,22478.143202986106,13.76503
40810,2015,20588.38141037473,12.415949999999999
40810,2016,20093.147253595085,11.22822
40810,2017,18979.241882108916,8.3773
40810,2018,19279.12884900989,6.16503
40810,2019,18870.68632364824,7.6546
40810,2020,17487.899730171725,9.742329999999999
40810,2021,18638.810206784052,6.74049
40810,2022,20509.590311610562,5.51411
40810,2023,22220.13432017999,5.80184
40810,2024,22331.828890586577,7.0773
40810,2025,22331.828890586577,7.0773
40810,2026,22331.828890586577,7.0773
40813,2012,27690.193271295633,12.0
40813,2013,28203.814021067927,13.2
40813,2014,27931.510378330633,10.1
40813,2015,28531.30294017995,8.5
40813,2016,28896.701455016377,9.8
40813,2017,29975.60407116774,8.3
40813,2018,28900.974025974025,6.6
40813,2019,30544.62651974139,6.5
40813,2020,29699.316153782,8.2
40813,2021,30831.97410459055,5.8
40813,2022,31105.2139151144,5.4
40813,2023,33382.54050327473,6.0
40813,2024,33609.51802524836,6.9
40813,2025,33609.51802524836,6.9
40813,2026,33609.51802524836,6.9
40815,2012,28735.0675372232,14.2
40815,2013,24700.60958714325,17.9
40815,2014,23401.58529741863,13.9
40815,2015,21216.046089832496,12.6
40815,2016,20696.16050808314,11.4
40815,2017,19523.211042499093,8.5
40815,2018,19726.013847675567,6.3
40815,2019,19359.224737387187,7.9
40815,2020,17882.689289184542,10.0
40815,2021,19332.491679100196,6.9
40815,2022,21321.593127684497,5.6
40815,2023,23098.608805628013,5.9
40815,2024,23302.450902123583,7.2
40815,2025,23302.450902123583,7.2
40815,2026,23302.450902123583,7.2
40816,2012,22447.21977052074,14.3
40816,2013,19249.023090586146,17.4
40816,2014,15875.569857870743,12.8
40816,2015,16100.604529459533,11.1
40816,2016,15781.62705667276,10.0
40816,2017,15089.884551951622,7.5
40816,2018,16083.919319022945,5.2
40816,2019,15377.656573255596,5.9
40816,2020,14665.170470824181,7.9
40816,2021,13679.015947102294,5.6
40816,2022,14703.803265631223,4.9
40816,2023,15939.07754688292,5.1
40816,2024,15391.921060746223,6.2
40816,2025,15391.921060746223,6.2
40816,2026,15391.921060746223,6.2
40818,2012,28735.0675372232,14.2
40818,2013,24700.60958714325,17.9
40818,2014,23401.58529741863,13.9
40818,2015,21216.046089832496,12.6
40818,2016,20696.16050808314,11.4
40818,2017,19523.211042499093,8.5
40818,2018,19726.013847675567,6.3
40818,2019,19359.224737387187,7.9
40818,2020,17882.689289184542,10.0
40818,2021,19332.491679100196,6.9
40818,2022,21321.593127684497,5.6
40818,2023,23098.608805628013,5.9
40818,2024,23302.450902123583,7.2
40818,2025,23302.450902123583,7.2
40818,2026,23302.450902123583,7.2
40819,2012,28735.0675372232,14.2
40819,2013,24700.60958714325,17.9
40819,2014,23401.58529741863,13.9
40819,2015,21216.046089832496,12.6
40819,2016,20696.16050808314,11.4
40819,2017,19523.211042499093,8.5
40819,2018,19726.013847675567,6.3
40819,2019,19359.224737387187,7.9
40819,2020,17882.689289184542,10.0
40819,2021,19332.491679100196,6.9
40819,2022,21321.593127684497,5.6
40819,2023,23098.608805628013,5.9
40819,2024,23302.450902123583,7.2
40819,2025,23302.450902123583,7.2
40819,2026,23302.450902123583,7.2
40820,2012,28735.0675372232,14.2
40820,2013,24700.60958714325,17.9
40820,2014,23401.58529741863,13.9
40820,2015,21216.046089832496,12.6
40820,2016,20696.16050808314,11.4
40820,2017,19523.211042499093,8.5
40820,2018,19726.013847675567,6.3
40820,2019,19359.224737387187,7.9
40820,2020,17882.689289184542,10.0
40820,2021,19332.491679100196,6.9
40820,2022,21321.593127684497,5.6
40820,2023,23098.608805628013,5.9
40820,2024,23302.450902123583,7.2
40820,2025,23302.450902123583,7.2
40820,2026,23302.450902123583,7.2
40823,2012,28635.237659631297,14.189499999999999
40823,2013,24647.09667486424,17.880499999999998
40823,2014,23353.344482530825,13.876
40823,2015,21173.321084844134,12.583499999999999
40823,2016,20631.014566430476,11.379000000000001
40823,2017,19463.08210095735,8.483500000000001
40823,2018,19684.621621911367,6.2805
40823,2019,19314.027747298427,7.867
40823,2020,17845.25317008154,9.969999999999999
40823,2021,19297.261946760744,6.882
40823,2022,21284.17496374345,5.591
40823,2023,23068.651423323157,5.888000000000001
40823,2024,23259.660749644907,7.185
40823,2025,23259.660749644907,7.185
40823,2026,23259.660749644907,7.185
40824,2012,28735.0675372232,14.2
40824,2013,24700.60958714325,17.9
40824,2014,23401.58529741863,13.9
40824,2015,21216.046089832496,12.6
40824,2016,20696.16050808314,11.4
40824,2017,19523.211042499093,8.5
40824,2018,19726.013847675567,6.3
40824,2019,19359.224737387187,7.9
40824,2020,17882.689289184542,10.0
40824,2021,19332.491679100196,6.9
40824,2022,21321.593127684497,5.6
40824,2023,23098.608805628013,5.9
40824,2024,23302.450902123583,7.2
40824,2025,23302.450902123583,7.2
40824,2026,23302.450902123583,7.2
40826,2012,22079.74236442967,13.5
40826,2013,21133.082101875767,16.6
40826,2014,20185.530971564993,12.3
40826,2015,18367.712423941655,11.5
40826,2016,16353.097731239093,10.0
40826,2017,15514.614939716153,7.4
40826,2018,16966.53213006213,5.0
40826,2019,16346.09206480334,5.7
40826,2020,15386.948015651202,8.0
40826,2021,16983.842856469924,5.7
40826,2022,18827.048864948058,5.0
40826,2023,21101.449985304203,5.1
40826,2024,20449.774070212028,6.2
40826,2025,20449.774070212028,6.2
40826,2026,20449.774070212028,6.2
40827,2012,22447.21977052074,14.3
40827,2013,19249.023090586146,17.4
40827,2014,15875.569857870743,12.8
40827,2015,16100.604529459533,11.1
40827,2016,15781.62705667276,10.0
40827,2017,15089.884551951622,7.5
40827,2018,16083.919319022945,5.2
40827,2019,15377.656573255596,5.9
40827,2020,14665.170470824181,7.9
40827,2021,13679.015947102294,5.6
40827,2022,14703.803265631223,4.9
40827,2023,15939.07754688292,5.1
40827,2024,15391.921060746223,6.2
40827,2025,15391.921060746223,6.2
40827,2026,15391.921060746223,6.2
40828,2012,28735.0675372232,14.2
40828,2013,24700.60958714325,17.9
40828,2014,23401.58529741863,13.9
40828,2015,21216.046089832496,12.6
40828,2016,20696.16050808314,11.4
40828,2017,19523.211042499093,8.5
40828,2018,19726.013847675567,6.3
40828,2019,19359.224737387187,7.9
40828,2020,17882.689289184542,10.0
40828,2021,19332.491679100196,6.9
40828,2022,21321.593127684497,5.6
40828,2023,23098.608805628013,5.9
40828,2024,23302.450902123583,7.2
40828,2025,23302.450902123583,7.2
40828,2026,23302.450902123583,7.2
40829,2012,28735.0675372232,14.2
40829,2013,24700.60958714325,17.9
40829,2014,23401.58529741863,13.9
40829,2015,21216.046089832496,12.6
40829,2016,20696.16050808314,11.4
40829,2017,19523.211042499093,8.5
40829,2018,19726.013847675567,6.3
40829,2019,19359.224737387187,7.9
40829,2020,17882.689289184542,10.0
40829,2021,19332.491679100196,6.9
40829,2022,21321.593127684497,5.6
40829,2023,23098.608805628013,5.9
40829,2024,23302.450902123583,7.2
40829,2025,23302.450902123583,7.2
40829,2026,23302.450902123583,7.2
40830,2012,28735.0675372232,14.2
40830,2013,24700.60958714325,17.9
40830,2014,23401.58529741863,13.9
40830,2015,21216.046089832496,12.6
40830,2016,20696.16050808314,11.4
40830,2017,19523.211042499093,8.5
40830,2018,19726.013847675567,6.3
40830,2019,19359.224737387187,7.9
40830,2020,17882.689289184542,10.0
40830,2021,19332.491679100196,6.9
40830,2022,21321.593127684497,5.6
40830,2023,23098.608805628013,5.9
40830,2024,23302.450902123583,7.2
40830,2025,23302.450902123583,7.2
40830,2026,23302.450902123583,7.2
40831,2012,28735.0675372232,14.2
40831,2013,24700.60958714325,17.9
40831,2014,23401.58529741863,13.9
40831,2015,21216.046089832496,12.6
40831,2016,20696.16050808314,11.4
40831,2017,19523.211042499093,8.5
40831,2018,19726.013847675567,6.3
40831,2019,19359.224737387187,7.9
40831,2020,17882.689289184542,10.0
40831,2021,19332.491679100196,6.9
40831,2022,21321.593127684497,5.6
40831,2023,23098.608805628013,5.9
40831,2024,23302.450902123583,7.2
40831,2025,23302.450902123583,7.2
40831,2026,23302.450902123583,7.2
40840,2012,22447.21977052074,14.3
40840,2013,19249.023090586146,17.4
40840,2014,15875.569857870743,12.8
40840,2015,16100.604529459533,11.1
40840,2016,15781.62705667276,10.0
40840,2017,15089.884551951622,7.5
40840,2018,16083.919319022945,5.2
40840,2019,15377.656573255596,5.9
40840,2020,14665.170470824181,7.9
40840,2021,13679.015947102294,5.6
40840,2022,14703.803265631223,4.9
40840,2023,15939.07754688292,5.1
40840,2024,15391.921060746223,6.2
40840,2025,15391.921060746223,6.2
40840,2026,15391.921060746223,6.2
40843,2012,28735.0675372232,14.2
40843,2013,24700.60958714325,17.9
40843,2014,23401.58529741863,13.9
40843,2015,21216.046089832496,12.6
40843,2016,20696.16050808314,11.4
40843,2017,19523.211042499093,8.5
40843,2018,19726.013847675567,6.3
40843,2019,19359.224737387187,7.9
40843,2020,17882.689289184542,10.0
40843,2021,19332.491679100196,6.9
40843,2022,21321.593127684497,5.6
40843,2023,23098.608805628013,5.9
40843,2024,23302.450902123583,7.2
40843,2025,23302.450902123583,7.2
40843,2026,23302.450902123583,7.2
40844,2012,22447.21977052074,14.3
40844,2013,19249.023090586146,17.4
40844,2014,15875.569857870743,12.8
40844,2015,16100.604529459533,11.1
40844,2016,15781.62705667276,10.0
40844,2017,15089.884551951622,7.5
40844,2018,16083.919319022945,5.2
40844,2019,15377.656573255596,5.9
40844,2020,14665.170470824181,7.9
40844,2021,13679.015947102294,5.6
40844,2022,14703.803265631223,4.9
40844,2023,15939.07754688292,5.1
40844,2024,15391.921060746223,6.2
40844,2025,15391.921060746223,6.2
40844,2026,15391.921060746223,6.2
40845,2012,27690.193271295633,12.0
40845,2013,28203.814021067927,13.2
40845,2014,27931.510378330633,10.1
40845,2015,28531.30294017995,8.5
40845,2016,28896.701455016377,9.8
40845,2017,29975.60407116774,8.3
40845,2018,28900.974025974025,6.6
40845,2019,30544.62651974139,6.5
40845,2020,29699.316153782,8.2
40845,2021,30831.97410459055,5.8
40845,2022,31105.2139151144,5.4
40845,2023,33382.54050327473,6.0
40845,2024,33609.51802524836,6.9
40845,2025,33609.51802524836,6.9
40845,2026,33609.51802524836,6.9
40847,2012,28735.0675372232,14.2
40847,2013,24700.60958714325,17.9
40847,2014,23401.58529741863,13.9
40847,2015,21216.046089832496,12.6
40847,2016,20696.16050808314,11.4
40847,2017,19523.211042499093,8.5
40847,2018,19726.013847675567,6.3
40847,2019,19359.224737387187,7.9
40847,2020,17882.689289184542,10.0
40847,2021,19332.491679100196,6.9
40847,2022,21321.593127684497,5.6
40847,2023,23098.608805628013,5.9
40847,2024,23302.450902123583,7.2
40847,2025,23302.450902123583,7.2
40847,2026,23302.450902123583,7.2
40849,2012,28735.0675372232,14.2
40849,2013,24700.60958714325,17.9
40849,2014,23401.58529741863,13.9
40849,2015,21216.046089832496,12.6
40849,2016,20696.16050808314,11.4
40849,2017,19523.211042499093,8.5
40849,2018,19726.013847675567,6.3
40849,2019,19359.224737387187,7.9
40849,2020,17882.689289184542,10.0
40849,2021,19332.491679100196,6.9
40849,2022,21321.593127684497,5.6
40849,2023,23098.608805628013,5.9
40849,2024,23302.450902123583,7.2
40849,2025,23302.450902123583,7.2
40849,2026,23302.450902123583,7.2
40854,2012,28735.0675372232,14.2
40854,2013,24700.60958714325,17.9
40854,2014,23401.58529741863,13.9
40854,2015,21216.046089832496,12.6
40854,2016,20696.16050808314,11.4
40854,2017,19523.211042499093,8.5
40854,2018,19726.013847675567,6.3
40854,2019,19359.224737387187,7.9
40854,2020,17882.689289184542,10.0
40854,2021,19332.491679100196,6.9
40854,2022,21321.593127684497,5.6
40854,2023,23098.608805628013,5.9
40854,2024,23302.450902123583,7.2
40854,2025,23302.450902123583,7.2
40854,2026,23302.450902123583,7.2
40855,2012,28735.0675372232,14.2
40855,2013,24700.60958714325,17.9
40855,2014,23401.58529741863,13.9
40855,2015,21216.046089832496,12.6
40855,2016,20696.16050808314,11.4
40855,2017,19523.211042499093,8.5
40855,2018,19726.013847675567,6.3
40855,2019,19359.224737387187,7.9
40855,2020,17882.689289184542,10.0
40855,2021,19332.491679100196,6.9
40855,2022,21321.593127684497,5.6
40855,2023,23098.608805628013,5.9
40855,2024,23302.450902123583,7.2
40855,2025,23302.450902123583,7.2
40855,2026,23302.450902123583,7.2
40856,2012,27690.193271295633,12.0
40856,2013,28203.814021067927,13.2
40856,2014,27931.510378330633,10.1
40856,2015,28531.30294017995,8.5
40856,2016,28896.701455016377,9.8
40856,2017,29975.60407116774,8.3
40856,2018,28900.974025974025,6.6
40856,2019,30544.62651974139,6.5
40856,2020,29699.316153782,8.2
40856,2021,30831.97410459055,5.8
40856,2022,31105.2139151144,5.4
40856,2023,33382.54050327473,6.0
40856,2024,33609.51802524836,6.9
40856,2025,33609.51802524836,6.9
40856,2026,33609.51802524836,6.9
40858,2012,22447.21977052074,14.3
40858,2013,19249.023090586146,17.4
40858,2014,15875.569857870743,12.8
40858,2015,16100.604529459533,11.1
40858,2016,15781.62705667276,10.0
40858,2017,15089.884551951622,7.5
40858,2018,16083.919319022945,5.2
40858,2019,15377.656573255596,5.9
40858,2020,14665.170470824181,7.9
40858,2021,13679.015947102294,5.6
40858,2022,14703.803265631223,4.9
40858,2023,15939.07754688292,5.1
40858,2024,15391.921060746223,6.2
40858,2025,15391.921060746223,6.2
40858,2026,15391.921060746223,6.2
40862,2012,22079.74236442967,13.5
40862,2013,21133.082101875767,16.6
40862,2014,20185.530971564993,12.3
40862,2015,18367.712423941655,11.5
40862,2016,16353.097731239093,10.0
40862,2017,15514.614939716153,7.4
40862,2018,16966.53213006213,5.0
40862,2019,16346.09206480334,5.7
40862,2020,15386.948015651202,8.0
40862,2021,16983.842856469924,5.7
40862,2022,18827.048864948058,5.0
40862,2023,21101.449985304203,5.1
40862,2024,20449.774070212028,6.2
